number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
0,17315.806878862386,2025-03-17 10:59:10.901953,2025-03-17 10:59:12.308499,0 days 00:00:01.406546,0.025696256230211614,3,14,1000,64,COMPLETE
1,15772.906449196606,2025-03-17 10:59:12.309295,2025-03-17 10:59:14.004508,0 days 00:00:01.695213,0.03014729093415196,5,37,900,58,COMPLETE
2,15922.900833578617,2025-03-17 10:59:14.005210,2025-03-17 10:59:14.645910,0 days 00:00:00.640700,0.013338222445051538,4,21,300,50,COMPLETE
3,17161.982782712093,2025-03-17 10:59:14.646440,2025-03-17 10:59:15.303967,0 days 00:00:00.657527,0.16011727708759207,7,17,200,74,COMPLETE
4,19030.6530139653,2025-03-17 10:59:15.304463,2025-03-17 10:59:17.927892,0 days 00:00:02.623429,0.23866598815606044,9,18,700,41,COMPLETE
5,18772.67715946036,2025-03-17 10:59:17.928544,2025-03-17 10:59:21.187623,0 days 00:00:03.259079,0.1367910714276648,13,16,500,68,COMPLETE
6,51505.551989256455,2025-03-17 10:59:21.188211,2025-03-17 10:59:21.229804,0 days 00:00:00.041593,0.07252103976131195,10,18,200,92,PRUNED
7,53554.851202701495,2025-03-17 10:59:21.229934,2025-03-17 10:59:21.264865,0 days 00:00:00.034931,0.03377475591697679,6,29,1000,77,PRUNED
8,53766.39880760505,2025-03-17 10:59:21.264992,2025-03-17 10:59:21.304671,0 days 00:00:00.039679,0.02823539667856553,13,22,300,89,PRUNED
9,52631.08810986915,2025-03-17 10:59:21.304799,2025-03-17 10:59:21.342012,0 days 00:00:00.037213,0.05210369499556818,14,42,200,25,PRUNED
10,54593.385906219744,2025-03-17 10:59:21.342135,2025-03-17 10:59:21.384039,0 days 00:00:00.041904,0.012460593450039982,6,48,800,20,PRUNED
11,54671.11096878557,2025-03-17 10:59:21.384189,2025-03-17 10:59:21.423197,0 days 00:00:00.039008,0.011570098409180076,3,36,500,47,PRUNED
12,54332.71176329254,2025-03-17 10:59:21.423319,2025-03-17 10:59:21.464174,0 days 00:00:00.040855,0.017853526987110926,4,28,400,51,PRUNED
13,54272.02733565754,2025-03-17 10:59:21.464307,2025-03-17 10:59:21.506554,0 days 00:00:00.042247,0.0190513097583889,5,36,700,55,PRUNED
14,52726.8024923909,2025-03-17 10:59:21.506675,2025-03-17 10:59:21.550129,0 days 00:00:00.043454,0.05215709402941038,8,10,800,37,PRUNED
15,54293.321589079904,2025-03-17 10:59:21.550262,2025-03-17 10:59:21.592433,0 days 00:00:00.042171,0.01847623646149914,11,24,100,37,PRUNED
16,54686.53065952264,2025-03-17 10:59:21.592562,2025-03-17 10:59:21.632196,0 days 00:00:00.039634,0.010624312443627264,5,35,400,60,PRUNED
17,53303.51724785419,2025-03-17 10:59:21.632322,2025-03-17 10:59:21.676001,0 days 00:00:00.043679,0.038480582866338674,7,43,900,81,PRUNED
18,17618.31881327191,2025-03-17 10:59:21.676122,2025-03-17 10:59:22.984078,0 days 00:00:01.307956,0.09821251440703647,4,23,600,45,COMPLETE
19,54462.46544937669,2025-03-17 10:59:22.984753,2025-03-17 10:59:23.024505,0 days 00:00:00.039752,0.015249183068676453,5,32,400,32,PRUNED
20,54042.400745247396,2025-03-17 10:59:23.024640,2025-03-17 10:59:23.070098,0 days 00:00:00.045458,0.02348845042258334,8,42,100,56,PRUNED
21,17326.17383990051,2025-03-17 10:59:23.070227,2025-03-17 10:59:23.362416,0 days 00:00:00.292189,0.28498161853468335,7,10,300,71,PRUNED
22,17357.42634343463,2025-03-17 10:59:23.362597,2025-03-17 10:59:24.174286,0 days 00:00:00.811689,0.18487485202903164,6,26,200,99,COMPLETE
23,50380.30779959056,2025-03-17 10:59:24.174834,2025-03-17 10:59:24.217187,0 days 00:00:00.042353,0.09981340724484551,4,20,600,76,PRUNED
24,53390.586027608166,2025-03-17 10:59:24.217317,2025-03-17 10:59:24.269308,0 days 00:00:00.051991,0.03848929962012749,7,15,300,63,PRUNED
25,52016.89725558895,2025-03-17 10:59:24.269438,2025-03-17 10:59:24.311251,0 days 00:00:00.041813,0.06861947624890313,3,31,100,84,PRUNED
26,17154.520786676912,2025-03-17 10:59:24.311383,2025-03-17 10:59:25.723736,0 days 00:00:01.412353,0.1363647036018364,8,13,300,71,COMPLETE
27,50116.98091055502,2025-03-17 10:59:25.724287,2025-03-17 10:59:25.861666,0 days 00:00:00.137379,0.10341969189451487,11,39,400,53,PRUNED
28,52122.848804621695,2025-03-17 10:59:25.861794,2025-03-17 10:59:25.935461,0 days 00:00:00.073667,0.06498891295738676,9,12,500,67,PRUNED
29,54031.84605776639,2025-03-17 10:59:25.935607,2025-03-17 10:59:25.977554,0 days 00:00:00.041947,0.02533637681268727,3,49,1000,61,PRUNED
30,54570.743327887314,2025-03-17 10:59:25.977690,2025-03-17 10:59:26.019101,0 days 00:00:00.041411,0.013799831189174572,5,13,900,48,PRUNED
31,16560.604155071796,2025-03-17 10:59:26.019257,2025-03-17 10:59:26.858820,0 days 00:00:00.839563,0.13929955899029695,8,17,200,77,COMPLETE
32,49409.49808332844,2025-03-17 10:59:26.859318,2025-03-17 10:59:26.906812,0 days 00:00:00.047494,0.11401697214422866,8,21,300,71,PRUNED
33,17334.807653666598,2025-03-17 10:59:26.906935,2025-03-17 10:59:27.832679,0 days 00:00:00.925744,0.17392316516385858,10,19,200,59,COMPLETE
34,48914.91572234414,2025-03-17 10:59:27.833206,2025-03-17 10:59:27.882125,0 days 00:00:00.048919,0.13315489970814376,9,14,300,66,PRUNED
35,16590.889972218363,2025-03-17 10:59:27.882272,2025-03-17 10:59:28.208011,0 days 00:00:00.325739,0.22678328728556718,6,17,100,79,COMPLETE
36,16267.949750398488,2025-03-17 10:59:28.208483,2025-03-17 10:59:28.311607,0 days 00:00:00.103124,0.29224457290463607,6,17,100,83,PRUNED
37,16124.320347250887,2025-03-17 10:59:28.311739,2025-03-17 10:59:28.681066,0 days 00:00:00.369327,0.21289110173067383,4,27,200,79,COMPLETE
38,17750.418315749288,2025-03-17 10:59:28.681573,2025-03-17 10:59:29.065990,0 days 00:00:00.384417,0.21336306903183988,4,26,200,90,COMPLETE
39,51507.98021120985,2025-03-17 10:59:29.066518,2025-03-17 10:59:29.104288,0 days 00:00:00.037770,0.08108866847214366,3,25,200,76,PRUNED
40,52966.70286050924,2025-03-17 10:59:29.104416,2025-03-17 10:59:29.145545,0 days 00:00:00.041129,0.0457465378251782,4,32,700,95,PRUNED
41,16698.688313951163,2025-03-17 10:59:29.145671,2025-03-17 10:59:29.471158,0 days 00:00:00.325487,0.24507332320428737,6,17,100,80,COMPLETE
42,16557.138781998477,2025-03-17 10:59:29.471652,2025-03-17 10:59:29.906448,0 days 00:00:00.434796,0.2053760355202473,5,28,200,88,COMPLETE
43,16624.235623668745,2025-03-17 10:59:29.907001,2025-03-17 10:59:30.342099,0 days 00:00:00.435098,0.19595906986660225,5,29,200,86,COMPLETE
44,47792.289221901425,2025-03-17 10:59:30.342610,2025-03-17 10:59:30.382673,0 days 00:00:00.040063,0.15310744067244403,4,27,200,94,PRUNED
45,53641.242470525685,2025-03-17 10:59:30.382802,2025-03-17 10:59:30.425797,0 days 00:00:00.042995,0.03135160632679757,5,34,400,88,PRUNED
46,18560.936231477408,2025-03-17 10:59:30.425927,2025-03-17 10:59:31.937156,0 days 00:00:01.511229,0.24629352931876314,12,22,300,44,COMPLETE
47,54161.603076131265,2025-03-17 10:59:31.937685,2025-03-17 10:59:31.980074,0 days 00:00:00.042389,0.021136011304528114,15,39,800,51,PRUNED
48,47185.60136487613,2025-03-17 10:59:31.980223,2025-03-17 10:59:32.026830,0 days 00:00:00.046607,0.16355702692837332,7,28,500,73,PRUNED
49,51424.85169876496,2025-03-17 10:59:32.026956,2025-03-17 10:59:32.067449,0 days 00:00:00.040493,0.08196201243825042,3,46,300,99,PRUNED
50,54422.52914708867,2025-03-17 10:59:32.067583,2025-03-17 10:59:32.132159,0 days 00:00:00.064576,0.01614857410785332,5,23,100,58,PRUNED
51,19434.169260943472,2025-03-17 10:59:32.132285,2025-03-17 10:59:32.688751,0 days 00:00:00.556466,0.21218956460508528,6,20,200,79,COMPLETE
52,16594.97836204366,2025-03-17 10:59:32.689261,2025-03-17 10:59:32.901291,0 days 00:00:00.212030,0.22294260324813642,4,30,100,85,COMPLETE
53,18089.475860346327,2025-03-17 10:59:32.901774,2025-03-17 10:59:33.448356,0 days 00:00:00.546582,0.2700415279175377,6,18,200,92,COMPLETE
54,47909.97859179373,2025-03-17 10:59:33.448855,2025-03-17 10:59:33.489013,0 days 00:00:00.040158,0.14964596503748542,5,38,100,40,PRUNED
55,49448.099933255595,2025-03-17 10:59:33.489141,2025-03-17 10:59:33.534244,0 days 00:00:00.045103,0.12288432835472185,6,16,200,81,PRUNED
56,46031.58697951916,2025-03-17 10:59:33.534371,2025-03-17 10:59:33.575957,0 days 00:00:00.041586,0.19128699200166738,4,22,100,78,PRUNED
57,52322.75628036612,2025-03-17 10:59:33.576079,2025-03-17 10:59:33.617908,0 days 00:00:00.041829,0.05914190903266832,5,24,700,64,PRUNED
58,16161.252136956597,2025-03-17 10:59:33.618045,2025-03-17 10:59:34.442365,0 days 00:00:00.824320,0.2451300744300214,7,33,300,74,COMPLETE
59,16092.791750472801,2025-03-17 10:59:34.442894,2025-03-17 10:59:35.694804,0 days 00:00:01.251910,0.2584327482392738,8,34,400,73,COMPLETE
60,54685.13453382249,2025-03-17 10:59:35.695437,2025-03-17 10:59:35.738759,0 days 00:00:00.043322,0.01038870118684005,7,34,400,69,PRUNED
61,16248.26615872198,2025-03-17 10:59:35.738905,2025-03-17 10:59:36.671088,0 days 00:00:00.932183,0.2598414449323711,8,37,300,76,COMPLETE
62,16902.891712712983,2025-03-17 10:59:36.671632,2025-03-17 10:59:38.355072,0 days 00:00:01.683440,0.265445511518817,10,37,400,74,COMPLETE
63,16719.30750436621,2025-03-17 10:59:38.355639,2025-03-17 10:59:39.330522,0 days 00:00:00.974883,0.24746035813736997,8,33,300,65,COMPLETE
64,16966.502979639255,2025-03-17 10:59:39.331332,2025-03-17 10:59:40.162842,0 days 00:00:00.831510,0.2982186996473698,7,40,300,53,COMPLETE
65,45487.274554888645,2025-03-17 10:59:40.163394,2025-03-17 10:59:40.209232,0 days 00:00:00.045838,0.19917524887877922,9,36,500,83,PRUNED
66,46602.33502099965,2025-03-17 10:59:40.209361,2025-03-17 10:59:40.256941,0 days 00:00:00.047580,0.1763731898602097,10,31,400,69,PRUNED
67,54605.2457940858,2025-03-17 10:59:40.257073,2025-03-17 10:59:40.302258,0 days 00:00:00.045185,0.01215129808446129,8,41,300,49,PRUNED
68,52943.51873652693,2025-03-17 10:59:40.302385,2025-03-17 10:59:40.348385,0 days 00:00:00.046000,0.04569369525303547,9,35,1000,62,PRUNED
69,53826.69346638885,2025-03-17 10:59:40.348511,2025-03-17 10:59:40.389368,0 days 00:00:00.040857,0.029763609519434884,3,45,600,57,PRUNED
70,16038.445689311036,2025-03-17 10:59:40.389491,2025-03-17 10:59:40.495465,0 days 00:00:00.105974,0.2631690221115979,7,37,400,75,PRUNED
71,16711.198679916968,2025-03-17 10:59:40.495605,2025-03-17 10:59:41.458227,0 days 00:00:00.962622,0.2260516066772465,8,30,300,72,COMPLETE
72,47022.49949793478,2025-03-17 10:59:41.458762,2025-03-17 10:59:41.504588,0 days 00:00:00.045826,0.1670046403338507,7,33,300,88,PRUNED
73,53405.31835203694,2025-03-17 10:59:41.504723,2025-03-17 10:59:41.551866,0 days 00:00:00.047143,0.03637290488914793,8,35,200,82,PRUNED
74,45796.71771565286,2025-03-17 10:59:41.552008,2025-03-17 10:59:41.600524,0 days 00:00:00.048516,0.1917597216357932,9,28,200,78,PRUNED
75,48067.09065467735,2025-03-17 10:59:41.600658,2025-03-17 10:59:41.642069,0 days 00:00:00.041411,0.1472676358927393,4,32,400,76,PRUNED
76,54172.02125947743,2025-03-17 10:59:41.642197,2025-03-17 10:59:41.691111,0 days 00:00:00.048914,0.02084253871425057,9,37,900,86,PRUNED
77,54536.48719118,2025-03-17 10:59:41.691241,2025-03-17 10:59:41.740910,0 days 00:00:00.049669,0.013659271063661917,8,26,200,69,PRUNED
78,15973.504269429559,2025-03-17 10:59:41.741058,2025-03-17 10:59:41.816333,0 days 00:00:00.075275,0.2640704929497918,5,29,300,55,PRUNED
79,45478.38895102617,2025-03-17 10:59:41.816468,2025-03-17 10:59:41.857026,0 days 00:00:00.040558,0.21056141063844783,3,34,300,46,PRUNED
80,15482.881303956634,2025-03-17 10:59:41.857149,2025-03-17 10:59:42.449468,0 days 00:00:00.592319,0.24683276652941138,7,31,200,73,COMPLETE
81,16196.350892339493,2025-03-17 10:59:42.449772,2025-03-17 10:59:42.556359,0 days 00:00:00.106587,0.2990686942973583,7,31,200,73,PRUNED
82,15947.05251289171,2025-03-17 10:59:42.556497,2025-03-17 10:59:43.142723,0 days 00:00:00.586226,0.23337740176308752,7,33,200,66,COMPLETE
83,15711.061425861915,2025-03-17 10:59:43.143033,2025-03-17 10:59:43.851460,0 days 00:00:00.708427,0.23788900998918858,6,33,300,66,COMPLETE
84,15891.148921069,2025-03-17 10:59:43.851792,2025-03-17 10:59:44.557009,0 days 00:00:00.705217,0.24008740023055458,6,33,300,67,COMPLETE
85,15877.930125354831,2025-03-17 10:59:44.557340,2025-03-17 10:59:45.292425,0 days 00:00:00.735085,0.23655376406864848,6,33,300,60,COMPLETE
86,15365.51487322004,2025-03-17 10:59:45.292756,2025-03-17 10:59:46.225073,0 days 00:00:00.932317,0.22734963452146437,6,32,400,60,COMPLETE
87,16171.589270571267,2025-03-17 10:59:46.225505,2025-03-17 10:59:47.429181,0 days 00:00:01.203676,0.2340696241904595,6,31,500,60,COMPLETE
88,44290.358365983855,2025-03-17 10:59:47.429646,2025-03-17 10:59:47.472463,0 days 00:00:00.042817,0.2262919641122959,6,32,400,63,PRUNED
89,46438.041688139245,2025-03-17 10:59:47.472601,2025-03-17 10:59:47.517187,0 days 00:00:00.044586,0.18020137717853923,6,36,500,66,PRUNED
90,16605.476634265397,2025-03-17 10:59:47.517322,2025-03-17 10:59:48.518875,0 days 00:00:01.001553,0.2800276619308711,6,35,400,67,COMPLETE
91,44938.69493366493,2025-03-17 10:59:48.519296,2025-03-17 10:59:48.563933,0 days 00:00:00.044637,0.20877261991856289,5,34,800,61,PRUNED
92,53899.529697371145,2025-03-17 10:59:48.564089,2025-03-17 10:59:48.611650,0 days 00:00:00.047561,0.026628829967965523,6,30,400,59,PRUNED
93,16777.187735223448,2025-03-17 10:59:48.611780,2025-03-17 10:59:50.318349,0 days 00:00:01.706569,0.23941106553377303,7,33,600,70,COMPLETE
94,46340.06342926085,2025-03-17 10:59:50.318852,2025-03-17 10:59:50.359542,0 days 00:00:00.040690,0.1837043229094919,4,31,300,52,PRUNED
95,16127.36891632452,2025-03-17 10:59:50.359688,2025-03-17 10:59:50.435701,0 days 00:00:00.076013,0.28080596996166635,5,29,200,56,PRUNED
96,44537.74062428858,2025-03-17 10:59:50.435839,2025-03-17 10:59:50.481042,0 days 00:00:00.045203,0.21949815281013796,6,27,200,64,PRUNED
97,15108.823976396316,2025-03-17 10:59:50.481188,2025-03-17 10:59:51.349938,0 days 00:00:00.868750,0.25043709472560516,7,32,300,68,COMPLETE
98,15738.133954777235,2025-03-17 10:59:51.350310,2025-03-17 10:59:52.213185,0 days 00:00:00.862875,0.24704827547649819,7,32,300,67,COMPLETE
99,47181.04083902057,2025-03-17 10:59:52.213568,2025-03-17 10:59:52.259880,0 days 00:00:00.046312,0.16492888788062962,7,32,300,67,PRUNED
